问题,类别
贵公司旗下的到喜羊羊与灰太狼3D大电影曾说到会和国内顶尖动画公司制作 说的是“深圳市山水原创动漫文化有限公司”吗 ，还是说指“奥飞全资子公司” .,公司基本状况
请问，王者荣耀产品今年四季度会上市吗,公司基本状况
请问人民币贬值对贵公司业务有何影响？,生产经营情况
麻烦问下人民币贬值对公司的影响说的具体点！,生产经营情况
请问在代理销售行业如此激烈的竞争的情况下，公司该业务的竞争优势是什么？公司未来如何提高自己的竞争优势,生产经营情况
请问公司有生产电热毯吗？,生产经营情况
欧洲能源危机 如果欧洲有客户采购贵公司电热毯，公司有能力接销量订单么？,生产经营情况
人民币贬值这么厉害贵公司三季度业绩是否有好转，贵公司海外销售是否正常,生产经营情况
董秘你好，奥飞娱乐的半年报显示公司出口营收占比已经占总营收的一半左右了，请问贵公司在人民币大幅贬值和国际航运价格大幅回落的双重支持下，对公司的业绩有何影响？盼回复，谢谢。,生产经营情况
请问截至9月贵司股东人数,股东与股权变动
请问最新股东户数是多少？,股东与股权变动
公司出口电热毯的订单情况如何,生产经营情况
您好领导，参股的图灵机器人公司股权占比多少，投资多少？,公司基本状况
储能方向业务是否确认开展？,公司基本状况
董秘好，公司在半年度报告中提到芯片软件研发？请问公司有考虑往芯片方向发展吗？,生产经营情况
关于2021年度审计报告无法表示意见涉及事项影响已消除的专项说明，贵司有出公告的计划吗？,生产经营情况
您好，公司有考虑做一下股东回馈活动吗？给股东送一点预制菜产品，回馈股东的同时，也能达到宣传公司产品的目的。,公司基本状况
董秘你好，我是公司的一名股东，刚与你电话联系过，请问公司最新的股东人数是多少？,股东与股权变动
公司计划参与贵州至广西新建高速的招标吗，参与的话有信心中标吗？,生产经营情况
董秘您好，贵公司有没有跨境支付方面的业务？,公司基本状况
董秘您好，公司有没有计划依靠珠海国资向上游单位芯片产业投资，做大做强！幕资过来的资金还有那么多没有用，是有什么新的计划吗？,生产经营情况
请问贵公司是否在积极争取早日摘掉星号甚至ST的？贵公司是否有重组计划？,生产经营情况
公司的营收主要由芯讯通和日海通服和智能设备完成，但他们都不是日海物联的子公司，请问半年报中的日海物联6亿营收从何而来？,公司基本状况
截止9月15号股东人数有多少。,股东与股权变动
董秘您好，公司在东数西算方面有什么投资和规划？,生产经营情况
请问，近期华为发布了一项捅破天技术，手机支持卫星通信，公司有业务涉及卫星通信吗？,生产经营情况
公司有与华为合作，参与星通互联技术？,生产经营情况
请问公司有没有产品应用在卫星通讯方面,公司基本状况
请问公司有没有卫星通信模块或组件生产？如果没有会不会考虑这方面的研发投入？,生产经营情况
公司和华为有合作吗？有没有给华为供应模组？？？,生产经营情况
公司模组应用于机器人和自动化设备上有供应吗？,生产经营情况
董秘您好，公司是否生产eSIM卡？如果有，是否有客户订购贵公司的eSIM卡？贵公司三季度是否经营正常？芯片价格下跌，贵公司是不是又要存货减值？,生产经营情况
尊敬董秘：        您好！请问一下芯讯通与英飞凌和 Kigen 携手推出革命性的最小eSIM模组目前生产情况如何？主要应用在哪些场景？eSIM有否用于手机代替 SIM 实体卡插槽？谢谢！,生产经营情况
贵公司半年报到底审计到底有没有结果？是有了新的问题还是依然无法表示意见还是压根就没审计，公司聘请会计事务所明确说了要审计半年报，到现在无论什么结果总该给个说法呀。,公司基本状况
请问董事长，同为深圳公共装饰行业的美芝股份，后来居上，都要超越洪涛了，请问你和管理层及全体员工有没有危机感？管理层还拿着高薪，你不应该开源节流吗？这么多年越做越差，龙头地位不保，没能力的不应该退下来？能者上么？你有什么顶层设计规划，未来保住自己的行业地位？或者开拓新市场？请详细说明一下,生产经营情况
请问：贵公司Ensitrelvir关键中间体项目生产线建设怎样了，谢谢！,生产经营情况
董秘，你好，给提个意见。股东人数能否及时回复。很多上市公司的董秘都每月至少回答一次股东人数，而不是以定期公布为由。请多向前辈们学习学习。别大牌到一年就在发业绩的时候才反馈。,股东与股权变动
董秘，你好，请问公司截止9月28日，股东人数多少。自从6月30日，公司股票快成散户集中营了。不明觉厉,股东与股权变动
董秘，你好，请问贵司自从董事长计划减持以来，股价连破新低，面对股价如此低廉，贵司是否有取消减持计划，并拿出真金白银的回购计划。,股东与股权变动
贵公司6.7万吨LiFSI产能何时建成以及正式投产，氟化剂技术和产能在国内处于什么水平?,生产经营情况
请问董秘截止9月25日，公司股东人数及机构持股比例各是多少？谢谢！,股东与股权变动
公司股权分散，存在控股权丧失风险，大股东有否考虑增持股份？,股东与股权变动
大股东去年在高位大幅减持，现在股价回到低位有否考虑增持？,股东与股权变动
公司钠电池材料是否开始供货了？,生产经营情况
公司是否有光伏组件回收利用业务？,公司基本状况
请问贵公司钠电池技术路线是层状氧化物，普鲁士蓝，普鲁士白，聚阴离子中的哪一种？谢谢！,生产经营情况
大股东持股比较很低，公司股权很分散，许董既然对公司充满信心，有否增持提高持股比例的打算？,股东与股权变动
请问公司近日量产出货的新一代高电压四元前驱体材料是否应用在特斯拉4680大圆柱电池上？,生产经营情况
请问董秘，贵公司今日推出的四元锂电池有客户订单没有？如果有，是哪些客户？,生产经营情况
公司纳电池目前是处于研发推广阶段还是处于试投产阶段？生产基地设在什么地方？纳电池方面公司是否有自己的核心技术专利？,生产经营情况
公司在2021年6月30日公告，说关于全资下属公司投资建设年产10万吨电池级高纯镍钴盐晶体（硫酸镍、硫酸钴和氯化钴晶体）项目，现在2022年9月中旬了，这个项目是否全面建成，并全面投产。现在年产能有多少？,生产经营情况
祝贺公司高电压四元前驱体量产！请问比对三元，四元单吨效益如何？,生产经营情况
董秘你好，最近公司新品不断，像磷酸铁锂和碳酸锂，半年报有没有披露这些品种的产量和价格信息。,生产经营情况
新一代高电压四元前驱体材料量产并市场发货，是发给了谁（哪个公司或客户收货）？货款是多少？签字了供货合同吗？请回答。谢谢！,生产经营情况
新一代高电压四元前驱体材料量产并市场发货，是发给了谁（哪个公司或客户收货）？货款是多少？签字了供货合同吗？请回答。谢谢！,生产经营情况
公司的名称是源于之前的回收行业，现在主营和利润大部分已经来自新能源材料，但大部分市场人士依然认为公司主业是废品回收，基于此，建议公司更名“格林美新”，名字大气，代表格林美-新的未来，竭诚希望公司采纳，提高公司市场形象！,公司基本状况
