请问2021年9月30日公司最新的股东人数和机构持股情况，谢谢	您好，请告诉我2021年9月30日该公司最新股东数量和机构持股情况。谢谢。	1
贵公司1-6月预亏,预计三季度纯利润收入如何呢,有退市风险吗?	贵公司从1月到6月都有预亏。第三季度的净利润和收入预计会有多少？有退市的风险吗？	1
公司新厂房在经济开发区，听说明年就可以投产，增加产能饱满的释放，是否属实？	该公司的新工厂位于经济开发区。我听说它将在明年生产。致力于所有产能的释放是真的吗？	1
亲爱的董秘你好，接下来我公司是否有回购股份的计划？	您好，亲爱的董秘，我公司有没有计划下一步回购股票？	1
尊敬的董秘您好，公司已授权或在申请适用于氢能源汽车的专利技术，已方便拓展氢能源汽车领域？	尊敬的董秘，公司已经批准或申请了适用于氢能汽车的专利技术，这是否方便了氢能汽车领域的开展？	1
请问公司：1、半绝缘型碳化硅衬底材料，我国是否受到外国禁运封锁？2、公司产品在该领域的国内市场中占有多少份额？	请问该公司：1、半绝缘碳化硅基板材料，中国是否被国外禁止？2、该公司产品在国内这一领域的市占率是多少？	1
你好，公司是否有开展光伏的项目？有哪些光伏的产品？	请问公司有太阳能发电项目吗？有什么光伏产品？	1
公司与中国核电相比较，优势在哪里？	与中国核电站相比，该公司有哪些优势？	1
董秘你好，请问公司的节能产品，可用于核能供热方面吗？	董秘，您好。该公司的节能产品可以用于核暖气吗？	1
公司的业务有没涉及新冠药或者新冠疫苗	该公司的业务涉及新冠药物还是新冠肺炎疫苗？	1
你好，新导入的产品现成收入了吗	请问新进口产品有现成的收入吗？	1
公司前面说进入了立讯精密，鸿海精密，兵器集团，AFA，科德汽车，中车时代，歌尔，西门子等公司的供应商体系并建立了长期合作关系，请问公司与上述客户有交付实质性的订单吗，公司与上述客户交付的订单是否为整线设备或者制造中的核心设备？还是只是一些低端的辅助设备比如上下料机等？	此前，该公司已进入立信精密、鸿海精密、兵器集团、AFA、代码汽车、中车时代、戈尔、西门子等公司的供应商体系，建立长期合作关系。公司是否向上述客户转交了大量订单？公司向上述客户交付的订单是全线设备吗？还是制造中的核心设备？或者只是着陆器等低端辅助设备？	1
请问贵公司流片情况怎么样？是否开始盛产，有无接到订单	你能告诉我你公司的电影制作情况吗？那个开始盛行了吗？你们收到订单了吗？	1
您好，请问，贵公司截止12月10日股东人数是多少？谢谢！	请问到12月10日，你们公司的股东人数是多少人？谢谢。	1
看到新闻报道公司生产新冠核酸试剂报价78元一人次，和RT-PCR技术相比，价格没有竞争优势，公司该如何克服？募集资金后对于推广RNA诊断又作出了哪些运营调整？看到贵公司网站只有中文版是否目前有海外业务？	看新闻，新冠肺炎公司生产的核酸试剂报价为78元/人，相比RT-PCR技术价格并不具有竞争优势，公司该如何克服？募集资金后，为促进RNA诊断，进行了哪些操作调整？当你看到你的网站上只有一个中文版时，你现在有什么海外业务吗？	1
呼吁召开临时股东大会：讨论回购与增持议案 实施适当市值管理！ 上市公司管理层及董事会面对非正常股价，几万维远股份投资人强烈呼吁实施市值管理拿出具体应对措施，如回购或增持等等，反击无理做空行径维护上市公司及全体持股人利益。 维远股份投资人敬候董秘回复！	临时股东大会召开：讨论并回购实施适当市值管理的建议！面对异常股价，数以万计的威远股份投资者实行市值管理，推出回购或增资等具体措施，强烈呼吁反制不合理做空行为，维护上市公司和全体股东利益。伟源股份投资者在等待董建华的回复！	1
截止1月7日收盘公司股东数是多少？	到1月7日，封闭公司的股东数量是多少？	1
请问公司产品未来会积极扩展到氢能源汽车上应用吗？	该公司的产品未来会积极推广到氢能汽车吗？	1
董秘好，请问截止到12月10号，贵司股东户数是多少？	董秘，截至12月10日，贵公司的股东人数是多少？	1
国内墙布行业每年销售额在多少，行业整体是否进入发展瓶颈期？	国内壁布行业年销售额是多少？整个行业都进入了瓶颈期吗？	1
公司现在磷酸铁锂产能多少？	目前磷酸铁锂的产能是多少？	1
股东户数增加了4倍？	股东家庭的数量增加了四倍吗？	1
请问最新股东人数多少户，谢谢！	能告诉我最新的股东数量吗？谢谢。	1
公司哪个农药产品在行业产量巨大具有特别的竞争优势	在行业巨大的产量中，该公司哪种农药产品具有特殊的竞争优势？	1
请问公司的家用新冠检测产品目前申请进度如何	目前，该公司家用新冠肺炎检测产品的应用进展如何？	1
主要产品有哪些呢	主要产品有哪些？	1
尊敬的董秘，您好请问截止12月14日，公司最新股东数和机构投资者数量各是多少？	尊敬的董秘，到12月14日，公司股东和机构投资者的最新人数是多少？	1
请问，截至十月 08日公司的股东总数是多少？谢谢。	请问到10月8日，该公司股东总数是多少？谢谢。	1
公司第一季度订单如何？运营状况？是否会出现亏损的可能？	该公司第一季度的订单情况如何？运行状态如何？有吃亏的可能性吗？	1
董秘您好！公司产品果麦AR，无论现在果麦AR效果如何，为何董秘都不敢承认公司这个虚里现实的产品，这是为什么呢？	董秘你好。公司的产品果麦AR，不管目前果麦AR的效果如何，为什么书记不能认可公司的虚拟现实产品，为什么会这样？	1
请问最新股东人数是多少？请问贵司可否询问一下二股东平顶山海迅是否有提前终止减持计划？上市两三年了，业绩什么时候能重会增长？	最新的股东人数是多少？请问平顶山海信两位股东是否提前终止了减持计划？它上市已经两三年了，什么时候业绩会再次增长？	1
您好董秘：请问贵公司培训的飞行员都是一些什么群体的客户，培训后都可以驾驶什么样的飞机，是小型私人飞机，还是大型客机或者货机等，公司是否看好飞行员培训业务？	你好，董秘：你在培训哪些客户群飞行员？训练结束后，你驾驶什么样的飞机？小型私人飞机，大型客机还是货机？那家公司对飞行员培训业务乐观吗？	1
请问公司与恒大集团是否有业务合作？	公司是否与恒大集团有业务合作？	1
董秘您好，请问贵公司产品是否用在光伏方面？	董秘，您好，贵公司的产品用于太阳能发电吗？	1
公司是否有自动驾驶方面的产品？谢谢	该公司有自动驾驶产品吗？谢谢你，谢谢	1
亲爱的董秘，啥时候出业绩预告啊。公司最近有没有限电？生产经营还正常吧？订单饱满吗？公司股价低迷很焦心啊	尊敬的董秘，业绩通知书何时签发？最近公司停电了吗？生产经营正常吗？点菜满了吗？该公司股价低迷。我很担心。	1
董秘你好，公司订单充足吗？	董秘，您好。公司的订单量够吗？	1
您好！请问6月20日公司股东人数多少？谢谢！	您好！6月20日，该公司的股东数量是多少？谢谢。	1
董秘你好，贵公司跟宁德时代在碳中和领域有战略合作吗！！！	您好，董秘，贵公司在宁德时代和碳中和领域有战略合作吗！	1
董秘您好！贵公司铝铸件业务亮眼，顺应趋势启动了铝铸汽车零部件扩产计划，有望更好满足市场需求，请问目前公司对这块业务如何规划？有哪些客户？公司是否有成为特斯拉一级供应商的的可能？	董秘你好。贵公司铝铸件业务亮丽，顺应潮流启动铝铸件汽车零部件扩容计划，以期更好地满足市场需求，公司对此业务有何计划？有什么样的客人？该公司是否有可能成为特斯拉的一级供应商？	1
董秘好，有资料显示公司产品有能源机械，请问具体是什么产品？谢谢！	董秘的秘诀是好的。有资料表明，该公司的产品有能源机械，具体有哪些产品？谢谢。	1
